:START_ID(Protein),:END_ID(Disease),association_note,association_source,:TYPE
17515,SYN:locomotor-abnormalities-beginning-at-2-weeks-of-age,"Defects in Slc12a6 are a cause of locomotor abnormalities beginning at 2 weeks of age. Slc12a6 deficient mice show hypomyelination, decompaction of myelin, demyelination, axonal swelling and fiber degeneration",UniProt,ASSOCIATED_WITH
17615,SYN:the-scurfy-phenotype-sf,"Defects in Foxp3 are the cause of the scurfy phenotype (sf). It results in a lethal disorder of immunoregulation, characterized by infections, diarrhea, anemia, thrombocytopenia, hypogonadism, gastrointestinal bleeding, lymphadenopathy and leukocytosis",UniProt,ASSOCIATED_WITH
17695,SYN:the-light-ear-le-mutant-which-exhibits-hypopigmentation-associated-with-defects-,"Defects in Hps4 are the cause of the light ear (le) mutant which exhibits hypopigmentation associated with defects of multiple cytoplasmic organelles, including melanosomes, lysosomes, and granular elements of platelets (PubMed:11836498)",UniProt,ASSOCIATED_WITH
17771,SYN:nm2453-nm-nm-mice-carrying-a-spontaneous-hypomorphic-clcc1-allele-develop-progre,NM2453 (NM/NM) mice carrying a spontaneous hypomorphic CLCC1 allele develop progressive cerebellar granule neuron degeneration with muscle atrophy and peripheral neuropathy reminiscent of amyotrophic lateral sclerosis,UniProt,ASSOCIATED_WITH
17982,SYN:a-spontaneous-mutation-gives-raise-to-thrombocytopenia-and-cardiomyopathy-trac-w,"A spontaneous mutation gives raise to thrombocytopenia and cardiomyopathy (trac), with recessive inheritance and fully penetrant phenotype. Mice are small, infertile, and have shortened lifespan",UniProt,ASSOCIATED_WITH
17984,SYN:waltzer-v-phenotype,Defects in Cdh23 are the cause of waltzer (v) phenotype. Waltzer mice are characterized by deafness and vestibular dysfunction due to degeneration of the neuroepithelium within the inner ear,UniProt,ASSOCIATED_WITH
17994,SYN:the-ames-waltzer-av-phenotype,"Defects in Pcdh15 are the cause of the Ames waltzer (av) phenotype. It is characterized by deafness and a balance disorder, associated with the degeneration of inner ear neuroepithelia",UniProt,ASSOCIATED_WITH
18056,SYN:the-schlei-phenotype,"Defect in TMEM107 is the cause of the schlei phenotype. Schlei mice display Shh-related defects including, preaxial polydactyly, exencephaly, and disrupted ventral neural tube patterning. Mice shown decreased numbers of cilia in several developing tissues and organs. However, nodal cilia appear normal in schlei mutants and subsequently, no left-right defects are observed",UniProt,ASSOCIATED_WITH
18313,SYN:the-gcd-germ-cell-deficient-mutant-phenotype-which-leads-to-reduced-numbers-of-p,"Defects in Fancl are a cause of the gcd (germ cell deficient) mutant phenotype, which leads to reduced numbers of precursor germ cells and adult sterility, probably due to a reduced precursor germ cells proliferation",UniProt,ASSOCIATED_WITH
18361,SYN:this-protein-is-the-major-protein-stored-in-the-storage-bodies-of-animals-or-hum,This protein is the major protein stored in the storage bodies of animals or humans affected with ceroid lipofuscinosis (Batten disease),UniProt,ASSOCIATED_WITH
18618,SYN:osteochondrodysplasia-characterized-by-severe-osteoporosis-and-decreased-osteoid,Defects in Crtap are a cause of osteochondrodysplasia characterized by severe osteoporosis and decreased osteoid production,UniProt,ASSOCIATED_WITH
18675,SYN:mice-nmf249-heterozygous-for-the-p278yk-variant-are-used-a-model-for-human-charc,"Mice (Nmf249) heterozygous for the P278YK variant are used a model for human Charcot-Marie-Tooth 2D (CMT2D), which is caused by dominant GARS mutations. They exhibit reduced amplitudes of muscle compound action potentials and a large reduction in sciatic nerve conduction velocity in the absence of demyelination or remyelination, resulting from an age-related decrease in the number of large myelinated motor and sensory axons. The loss of myelinated axons is length-dependent, and there is a length- and time-dependent decrease in motor innervation of distal versus proximal muscles. Most of the axonal loss occurs by 1 month of age and mice that survive this period can be long-lived. At the molecular level, the P278YK mutation creates a neomorphic binding activity leading to the interaction of the variant with NRP1. This interaction competes out VEGFA binding and inhibits VEGFA-NRP1 signling which is essential for motor neuron survival. VEGFA, but not GDNF treatment significantly ameliorates the loss of motor function in mutant mice",UniProt,ASSOCIATED_WITH
18935,SYN:the-depilated-dep-phenotype,"Defects in zdhhc21 are the cause of the depilated (dep) phenotype. It is a recessive phenotype characterized by variable hair loss, with thinner and shorter hairs remaining in a greasy coat which is due to a defect in the epidermis, rather than the dermis (PubMed:19956733). Depilated (dep) mutant mice are protected against endothelial dysfunction in systemic inflammatory response syndrome (PubMed:27653213). They are also tachycardic and hypotensive (PubMed:26715683)",UniProt,ASSOCIATED_WITH
18980,SYN:the-buff-mutant-which-exhibits-hypopigmentation-in-the-coat-and-eyes-due-to-redu,"Defects in Vps33a are the cause of the buff mutant which exhibits hypopigmentation in the coat and eyes, due to reduced size and number of melanosomes in their cells. In addition, mice are prone to prolonged bleeding, due to a platelet-storage pool defect",UniProt,ASSOCIATED_WITH
19295,SYN:the-spontaneous-matted-matt-mutant-phenotype-a-model-for-human-atopic-dermatitis,"Defects in Tmem79 are the cause of the spontaneous matted (matt) mutant phenotype, a model for human atopic dermatitis. Atopic dermatitis (ma/ma) mice have a matted hair phenotype with progressive dermatitis-like skin inflammation and a scratching behavior. Mice display an altered skin barrier that facilitates allergic sensitization",UniProt,ASSOCIATED_WITH
19427,SYN:severe-b-cell-deficiency,"Defects in Tnfrsf13c are a cause of severe B-cell deficiency. B-cell deficient strain A/WySnJ has a 4.7 kb insertion in the BAFFR gene leading to an altered C-terminus. The mutant RNA is not detectable. B-cell lymphopoiesis is normal, but the life span of peripheral B-cells is much reduced",UniProt,ASSOCIATED_WITH
19528,SYN:spontaneous-autosomal-recessive-blind-sterile-bs-phenotype,Defects in Tbc1d20 are the cause of spontaneous autosomal recessive blind sterile (bs) phenotype. Bs animals exhibit embryonic non-progressive nuclear cataracts and spermatid abnormalities associated with male infertility,UniProt,ASSOCIATED_WITH
19993,SYN:elevated-expression-levels-in-the-adrenals-of-diabetic-mice,Elevated expression levels in the adrenals of diabetic mice,UniProt,ASSOCIATED_WITH
20065,SYN:the-muscle-deficient-phenotype-mdf,"Defects in Scyl1 are the cause of the muscle deficient phenotype (mdf). Mice exhibit progressive neuromuscular atrophy, hindlimb paralysis, gait ataxia, abnormal hindlimb posture and tremor. Pathology of mdf comprises cerebellar atrophy, Purkinje cell loss and optic nerve atrophy",UniProt,ASSOCIATED_WITH
20202,SYN:a-side-to-side-head-shaking-and-circling-behavior-due-to-reduced-or-absent-semic,"Defects in Fign are characterized by a side-to-side head-shaking and circling behavior, due to reduced or absent semicircular canals. Diseased mice also have small eyes, associated with cell-cycle delay and insufficient growth of the retinal neural epithelium, and lower penetrance skeletal abnormalities, including pelvic girdle dysgenesis, skull bone fusions and polydactyly",UniProt,ASSOCIATED_WITH
20232,SYN:a-slowly-progressive-muscular-dystrophy-observed-in-sjl-mice,Defects in Dysf are the cause of a slowly progressive muscular dystrophy observed in SJL mice. It affects primarily the proximal muscles and it is inherited as autosomal recessive trait,UniProt,ASSOCIATED_WITH
20334,SYN:the-gunmetal-gm-phenotype,"Defects in Rabggta are the cause of the gunmetal (gm) phenotype. Mice homozygous for gm have prolonged bleeding, thrombocytopenia and reduced platelet alpha- and delta-granule contents",UniProt,ASSOCIATED_WITH
20350,SYN:the-legs-at-odd-angles-loa-phenotype-an-autosomal-dominant-trait-where-affected-,"Defects in Dync1h1 are the cause of the 'Legs at odd angles' (LOA) phenotype, an autosomal dominant trait where affected animals display unusual twisting of the body and clenching of the hindlimbs when suspended by the tail. Heterozygotes suffer age-related progressive loss of muscle tone and locomotor ability without major reduction in life-span while homozygotes show a more severe phenotype with an inability to move or feed, and die within 24 hours of birth. LOA mutants display defects in migration of facial motor neuron cell bodies and impaired retrograde transport in spinal cord motor neurons",UniProt,ASSOCIATED_WITH
20350,SYN:the-cramping-1-cra1-phenotype-an-autosomal-dominant-trait-where-affected-animals,"Defects in Dync1h1 are the cause of the Cramping 1 (Cra1) phenotype, an autosomal dominant trait where affected animals display unusual twisting of the body and clenching of the hindlimbs when suspended by the tail. Heterozygotes suffer age-related progressive loss of muscle tone and locomotor ability without major reduction in life-span while homozygotes show a more severe phenotype with an inability to move or feed, and die within 24 hours of birth",UniProt,ASSOCIATED_WITH
20360,SYN:a-generalized-progressive-form-of-arthritis,"Defects in Ankh are the cause of a generalized, progressive form of arthritis. In ank mice hydroxyapatite crystals develop in articular surfaces and synovial fluid leading to joint space narrowing, cartilage erosion, and formation of bony outgrowths or osteophytes that cause fusion and joint immobility and destruction",UniProt,ASSOCIATED_WITH
20454,SYN:participates-in-a-chromosomal-translocation-that-produces-mmtra1a-which-is-leuke,Participates in a chromosomal translocation that produces MMTRA1A which is leukemogenic to syngenic SL mice and athymic nude mice,UniProt,ASSOCIATED_WITH
20612,SYN:the-spontaneous-neurologic-mutant-mouse-called-dreher-dr-and-results-from-a-fail,"Defects in Lmx1a are the cause of the spontaneous neurologic mutant mouse, called 'dreher' (dr) and results from a failure of the roof plate to develop",UniProt,ASSOCIATED_WITH
20668,SYN:hydrocephalus-and-of-male-infertility,Defects in Spag6 are a cause of hydrocephalus and of male infertility,UniProt,ASSOCIATED_WITH
20774,SYN:the-phenotype-motor-neuron-degeneration-mnd,Defects in Cln8 are the cause of the phenotype motor neuron degeneration (mnd). Mnd is a naturally occurring mutant It is characterized by progressive motor system degeneration. It has intracellular autofluorescent inclusions similar to those seen in human Cln8,UniProt,ASSOCIATED_WITH
20776,SYN:the-protein-is-encoded-by-the-lps-locus-an-important-susceptibility-locus-influe,"The protein is encoded by the Lps locus, an important susceptibility locus, influencing the propensity to develop a disseminated Gram-negative infection",UniProt,ASSOCIATED_WITH
20901,SYN:the-dysgenetic-lens-dyl-phenotype,"Defects in Foxe3 are the cause of the dysgenetic lens (dyl) phenotype. In mouse mutant dyl the lens vesicle fails to separate from the ectoderm, causing a fusion between the lens and the cornea. Lack of a proliferating anterior lens epithelium leads to absence of secondary lens fibers and a dysplastic, cataractous lens",UniProt,ASSOCIATED_WITH
20969,SYN:quakingviable-qkv,"Defects in Qki are the cause of quakingviable (qkv). Qkv is a spontaneous mutation resulting in hypomyelinization of the central and peripheral nervous systems. Mutant mice develop normally until postnatal day 10 when they display rapid tremors or 'quaking' that is especially pronounced in hindlimbs and experience convulsive tonic-clonic seizures as they mature (PubMed:8589716). Mice with qkv specifically lack isoform 3 and isoform 4 in myelin-forming cells, while isoform 1 is lacking in oligodendrocytes of severely affected tracts (PubMed:12888522). Mice with qkv also lack the PRKN gene product, suggesting that the absence of PRKN may also affect the phenotype (PubMed:15014970)",UniProt,ASSOCIATED_WITH
21068,SYN:mice-defective-in-atp11c-show-defective-b-lymphopoiesis-specifically-in-mature-b,"Mice defective in Atp11c show defective B lymphopoiesis, specifically in mature bone marrow, pronounced stomatocytosis associated with anemia, hyperbilirubinemia linked to mild cholestasis and hepatocellular carcinoma",UniProt,ASSOCIATED_WITH
21071,SYN:shaker-2-sh-2-a-condition-causing-deafness-circling-behavior-head-tossing-and-hy,"Defects in Myo15a are the cause of shaker-2 (sh-2), a condition causing deafness, circling behavior, head tossing and hyperactivity. Auditory hair cells of affected animals have very short stereocilia and a long actin-containing protrusion at their basal end",UniProt,ASSOCIATED_WITH
21076,SYN:the-pathogenetic-mechanisms-of-japanese-encephalitis-virus-jev-infection-of-the-,Involved in the pathogenetic mechanisms of Japanese encephalitis virus (JEV) infection of the brain. JEV infection of young mice results in increased expression of CLEC5A in spleen and brain with consequent activation of proinflammatory cytokine secretion,UniProt,ASSOCIATED_WITH
21104,SYN:the-pallid-pa-phenotype-that-is-characterized-by-an-altered-formation-or-functio,"Defects in Pldn are the cause of the pallid (pa) phenotype that is characterized by an altered formation or function of intracellular storage granules in melanocytes, platelets, and lysosomes in kidney. Pallid mice have a prolonged bleeding time owing to the inability of immature platelet dense granules to accumulate normal amounts of ATP, ADP, and serotonin. Pa animals also suffer from pigment dilution, kidney lysosomal enzyme elevation and serum alpha1-antitrypsin activity deficiency. Finally, pallid mice exhibit defects in otolith formation that lead to balance abnormalities",UniProt,ASSOCIATED_WITH
21118,SYN:defects-in-atp2b2-are-associated-with-early-onset-profound-hearing-loss-and-seve,Defects in Atp2b2 are associated with early onset profound hearing loss and severe vestibular dysfunction,UniProt,ASSOCIATED_WITH
21183,SYN:the-downless-phenotype-in-mice-the-equivalent-of-anhidrotic-ectodermal-dysplasia,"Defects in Edar are a cause of the downless phenotype in mice (the equivalent of anhidrotic ectodermal dysplasia in humans). The disease is characterized by sparse hair (atrichosis or hypotrichosis), abnormal or missing teeth and the inability to sweat due to the absence of sweat glands",UniProt,ASSOCIATED_WITH
21195,SYN:may-contribute-to-obesity-pubmed-15700135,May contribute to obesity (PubMed:15700135),UniProt,ASSOCIATED_WITH
21198,SYN:male-lethal-mutations-bare-patches-bpa-and-striated-str-phenotypes,"Defects in Nsdhl are the cause of male-lethal mutations bare patches (Bpa) and striated (Str) phenotypes. Heterozygous Bpa females are dwarfed and demonstrate abnormal deposits of calcium in tail vertebrae. They also develop a hyperkeratotic skin eruption shortly after birth that resolves, leaving 'bare patches' arranged in a horizontal, striped pattern. The Str females are indistinguishable from normal littermates until postnatal day 12-14 when they develop striations in their coat",UniProt,ASSOCIATED_WITH
21287,SYN:motor-endplate-disease-med,"Defects in Scn8a are the cause of motor endplate disease (med). Med is a recessive neuromuscular disorder that is characterized by lack of signal transmission at the neuromuscular junction, excess preterminal arborization and degeneration of cerebellar Purkinje cells. It produces early onset progressive paralysis of hind limbs, severe muscle atrophy and juvenile lethality",UniProt,ASSOCIATED_WITH
21287,SYN:the-jolting-mutant-medjo-a-mild-form-of-motor-endplate-disease-which-is-characte,"Defects in Scn8a are the cause of the jolting mutant (medjo), a mild form of motor endplate disease which is characterized by the absence of spontaneous, regular, simple discharges from Purkinje cells. After 3 weeks of age, jolting mice are unsteady and have wide-based gait and a rhythmical tremor of head and neck induced by attempted movement",UniProt,ASSOCIATED_WITH
21287,SYN:degenerating-muscle-dmu,Defects in Scn8a are a cause of degenerating muscle (dmu). Dmu is an autosomal recessive neuromuscular disorder that is characterized by skeletal and cardiac muscle degeneration. It produces early onset progressive loss of mobility of the hind limbs and subsequent lethality in the first month of life,UniProt,ASSOCIATED_WITH
21330,SYN:pro-re-mice-that-have-a-premature-termination-on-prodh-are-sluggish-in-their-mov,Pro/re mice that have a premature termination on Prodh are sluggish in their movement,UniProt,ASSOCIATED_WITH
21480,SYN:deafness-due-to-the-progressive-degeneration-of-outer-and-inner-hair-cells-in-th,"Defects in Slc12a7 are a cause of deafness due to the progressive degeneration of outer and inner hair cells in the cochlea and of neurons in the cochlear ganglion, leading to the loss of the organ of Corti",UniProt,ASSOCIATED_WITH
21508,SYN:the-juvenile-visceral-steatosis-jvs-phenotype,Defects in Slc22a5 are the cause of the juvenile visceral steatosis (JVS) phenotype. JVS is an autosomal recessive animal model of systemic carnitine deficiency,UniProt,ASSOCIATED_WITH
21532,SYN:in-mdx-mice-mouse-model-of-dystrophinopathy-the-dystrophin-complex-is-disrupted-,In MDX mice (mouse model of dystrophinopathy) the dystrophin complex is disrupted and nNOS is displaced from sarcolemma and accumulates in the cytosol,UniProt,ASSOCIATED_WITH
21584,SYN:the-sex-linked-anemia-sla-that-is-characterized-by-moderate-to-severe-microcytic,Defects in Heph are a cause of the sex-linked anemia (sla) that is characterized by moderate to severe microcytic hypochronic anemia with iron accumulation in the intestinal epithelium,UniProt,ASSOCIATED_WITH
21653,SYN:myodystrophy-myd-an-autosomal-recessive-neuromuscular-phenotype-probably-due-to-,"Defects in Large are the cause of myodystrophy (myd), an autosomal recessive neuromuscular phenotype, probably due to abnormal post-translational modification of alpha-dystroglycan",UniProt,ASSOCIATED_WITH
21674,SYN:the-development-of-lung-and-intestinal-adenocarcinomas-after-exposure-to-a-carci,Defects in Bub1b are involved in the development of lung and intestinal adenocarcinomas after exposure to a carcinogen,UniProt,ASSOCIATED_WITH
21678,SYN:the-autosomal-recessive-phenotype-pearl-pe,"Defects in Ap3b1 are the cause of the autosomal recessive phenotype 'pearl' (pe). Pearl mice exhibit hypopigmentation, lysosomal secretion abnormalities, and platelet-dense granules with reduced levels of adenine nucleotides and serotonin. The changes in platelets lead to prolonged bleeding. Additionally, pearl mice exhibit reduced sensitivity in the dark-adapted state (PubMed:9931340)",UniProt,ASSOCIATED_WITH
21719,SYN:decreased-levels-in-serotonin-and-dense-granules,Defects in Pld1 may result in coa which is associated with coat color dilution and white spotting. It is also associated with platelet-storage pool deficiency characterized by decreased levels in serotonin and dense granules,UniProt,ASSOCIATED_WITH
